id	organism name	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA	domain	phylum	class	order	family	genus
5894	Listeria monocytogenes	AAAIUX.gz	AAAIUX010000001-AAAIUX010000016	16	2893558	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769710	SRR1566195	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5895	Listeria monocytogenes	AAAIUY.gz	AAAIUY010000001-AAAIUY010000138	138	2880959	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02400172	SRR1027092	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5896	Listeria monocytogenes	AAAIUZ.gz	AAAIUZ010000001-AAAIUZ010000017	17	2991387	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769747	SRR1566204	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5897	Listeria monocytogenes	AAAIVA.gz	AAAIVA010000001-AAAIVA010000029	29	3199611	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923554	SRR5280369	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5898	Listeria monocytogenes	AAAIVB.gz	AAAIVB010000001-AAAIVB010000015	15	3178109	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923707	SRR5280379	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5899	Listeria monocytogenes	AAAIVC.gz	AAAIVC010000001-AAAIVC010000217	217	3485462	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330467	SRR5279081	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5900	Listeria monocytogenes	AAAIVD.gz	AAAIVD010000001-AAAIVD010000171	171	3498809	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330432	SRR5278852	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5901	Listeria monocytogenes	AAAIVE.gz	AAAIVE010000001-AAAIVE010000156	156	3241247	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330455	SRR5279057	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5902	Listeria monocytogenes	AAAIVF.gz	AAAIVF010000001-AAAIVF010000209	209	3351945	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330617	SRR5292062	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5903	Listeria monocytogenes	AAAIVG.gz	AAAIVG010000001-AAAIVG010000028	28	3127315	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923552	SRR5280372	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5904	Listeria monocytogenes	AAAIVH.gz	AAAIVH010000001-AAAIVH010000018	18	3135027	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03023698	SRR1569799	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5905	Listeria monocytogenes	AAAIVI.gz	AAAIVI010000001-AAAIVI010000013	13	3064808	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03023699	SRR1569802	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5906	Listeria monocytogenes	AAAIVJ.gz	AAAIVJ010000001-AAAIVJ010000053	53	3161116	BCT	2018-06-17	2020-03-10	PRJNA215355	SAMN03019580	SRR1571523	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5907	Listeria monocytogenes	AAAIVK.gz	AAAIVK010000001-AAAIVK010000073	73	3160963	BCT	2018-06-17	2020-03-10	PRJNA215355	SAMN03019572	SRR1571520	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5908	Listeria monocytogenes	AAAIVL.gz	AAAIVL010000001-AAAIVL010000201	201	3336238	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330608	SRR5292085	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5909	Listeria monocytogenes	AAAIVM.gz	AAAIVM010000001-AAAIVM010000040	40	3100603	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN03565647	SRR5311186	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5910	Listeria monocytogenes	AAAIVN.gz	AAAIVN010000001-AAAIVN010000060	60	3024647	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN03565645	SRR5311190	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5911	Listeria monocytogenes	AAAIVO.gz	AAAIVO010000001-AAAIVO010000098	98	3036790	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330676	SRR5318582	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5912	Listeria monocytogenes	AAAIVP.gz	AAAIVP010000001-AAAIVP010000107	107	3210075	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330580	SRR5318574	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5913	Listeria monocytogenes	AAAIVQ.gz	AAAIVQ010000001-AAAIVQ010000476	476	3580697	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330574	SRR5292080	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5914	Listeria monocytogenes	AAAIVR.gz	AAAIVR010000001-AAAIVR010000180	180	3279246	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330581	SRR5318585	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5915	Listeria monocytogenes	AAAIVS.gz	AAAIVS010000001-AAAIVS010000036	36	3145029	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN03610656	SRR2057364	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5916	Listeria monocytogenes	AAAIVT.gz	AAAIVT010000001-AAAIVT010000018	18	3116914	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03023705	SRR1574290	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5917	Listeria monocytogenes	AAAIVU.gz	AAAIVU010000001-AAAIVU010000102	102	3280868	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06477650	SRR5335944	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5918	Listeria monocytogenes	AAAIVV.gz	AAAIVV010000001-AAAIVV010000030	30	3154196	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923526	SRR5341555	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5919	Listeria monocytogenes	AAAIVW.gz	AAAIVW010000001-AAAIVW010000113	113	3154230	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555586	SRR5341748	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5920	Listeria monocytogenes	AAAIVX.gz	AAAIVX010000001-AAAIVX010000112	112	3167534	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06330583	SRR5318589	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5921	Listeria monocytogenes	AAAIVY.gz	AAAIVY010000001-AAAIVY010000018	18	2991459	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03067765	SRR1575054	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5922	Listeria monocytogenes	AAAIVZ.gz	AAAIVZ010000001-AAAIVZ010000099	99	3376658	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06477568	SRR5341812	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5923	Listeria monocytogenes	AAAIWA.gz	AAAIWA010000001-AAAIWA010000111	111	3214448	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555604	SRR5341764	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5924	Listeria monocytogenes	AAAIWB.gz	AAAIWB010000001-AAAIWB010000011	11	2948960	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03067775	SRR1575067	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5925	Listeria monocytogenes	AAAIWC.gz	AAAIWC010000001-AAAIWC010000083	83	3152365	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06477608	SRR5341878	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5926	Listeria monocytogenes	AAAIWD.gz	AAAIWD010000001-AAAIWD010000244	244	3207079	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06477614	SRR5341880	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5927	Listeria monocytogenes	AAAIWE.gz	AAAIWE010000001-AAAIWE010000016	16	3016872	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03013694	SRR1575063	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5928	Listeria monocytogenes	AAAIWF.gz	AAAIWF010000001-AAAIWF010000200	200	3415607	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555598	SRR5341765	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5929	Listeria monocytogenes	AAAIWG.gz	AAAIWG010000001-AAAIWG010000176	176	3320088	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06477613	SRR5341884	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5930	Listeria monocytogenes	AAAIWH.gz	AAAIWH010000001-AAAIWH010000209	209	3548419	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06476216	SRR5341851	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5931	Listeria monocytogenes	AAAIWI.gz	AAAIWI020000001-AAAIWI020000047	47	3085585	BCT	2018-06-19	2020-12-31	PRJNA215355	SAMN03565640	SRR5344704	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5932	Listeria monocytogenes	AAAIWJ.gz	AAAIWJ010000001-AAAIWJ010000016	16	3045728	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02921402	SRR5344788	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5933	Listeria monocytogenes	AAAIWK.gz	AAAIWK010000001-AAAIWK010000023	23	3046402	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02921399	SRR5344784	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5934	Listeria monocytogenes	AAAIWL.gz	AAAIWL010000001-AAAIWL010000021	21	3007984	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02921403	SRR5344791	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5935	Listeria monocytogenes	AAAIWM.gz	AAAIWM010000001-AAAIWM010000041	41	3071443	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN03565641	SRR5344700	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5936	Listeria monocytogenes	AAAIWN.gz	AAAIWN010000001-AAAIWN010000126	126	3342079	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555518	SRR5353286	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5937	Listeria monocytogenes	AAAIWO.gz	AAAIWO010000001-AAAIWO010000017	17	3003826	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03067799	SRR1575091	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5938	Listeria monocytogenes	AAAIWP.gz	AAAIWP010000001-AAAIWP010000017	17	2927157	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03067794	SRR1575081	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5939	Listeria monocytogenes	AAAIWQ.gz	AAAIWQ010000001-AAAIWQ010000048	48	3070589	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555570	SRR5353344	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5940	Listeria monocytogenes	AAAIWR.gz	AAAIWR010000001-AAAIWR010000208	208	3474902	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555551	SRR5353340	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5941	Listeria monocytogenes	AAAIWS.gz	AAAIWS010000001-AAAIWS010000152	152	3347463	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555554	SRR5353324	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5942	Listeria monocytogenes	AAAIWT.gz	AAAIWT010000001-AAAIWT010000155	155	3337868	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555517	SRR5353350	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5943	Listeria monocytogenes	AAAIWU.gz	AAAIWU010000001-AAAIWU010000014	14	2907261	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03024038	SRR1575974	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5944	Listeria monocytogenes	AAAIWV.gz	AAAIWV010000001-AAAIWV010000017	17	2969504	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03024033	SRR1575986	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5945	Listeria monocytogenes	AAAIWW.gz	AAAIWW010000001-AAAIWW010000014	14	2901357	BCT	2018-06-17	2020-03-10	PRJNA215355	SAMN03015665	SRR1575973	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5946	Listeria monocytogenes	AAAIWX.gz	AAAIWX010000001-AAAIWX010000015	15	3001017	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03024042	SRR1575998	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5947	Listeria monocytogenes	AAAIWY.gz	AAAIWY010000001-AAAIWY010000013	13	2958788	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03024034	SRR1575993	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5948	Listeria monocytogenes	AAAIWZ.gz	AAAIWZ010000001-AAAIWZ010000022	22	3120829	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923512	SRR5366610	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5949	Listeria monocytogenes	AAAIXA.gz	AAAIXA010000001-AAAIXA010000148	148	3296171	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555524	SRR5353355	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5950	Listeria monocytogenes	AAAIXB.gz	AAAIXB010000001-AAAIXB010000043	43	2981161	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923502	SRR5366619	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5951	Listeria monocytogenes	AAAIXC.gz	AAAIXC010000001-AAAIXC010000012	12	3083150	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923500	SRR5378785	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5952	Listeria monocytogenes	AAAIXD.gz	AAAIXD010000001-AAAIXD010000022	22	3093171	BCT	2018-08-23	2020-03-10	PRJNA215355	SAMN06333847	SRR5378745	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5953	Listeria monocytogenes	AAAIXE.gz	AAAIXE010000001-AAAIXE010000022	22	2919265	BCT	2018-06-19	2019-03-26	PRJNA212117	SAMN03952735	SRR5380201	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5954	Listeria monocytogenes	AAAIXF.gz	AAAIXF010000001-AAAIXF010000020	20	2962369	BCT	2018-06-17	2020-03-10	PRJNA215355	SAMN02999665	SRR1584390	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5955	Listeria monocytogenes	AAAIXG.gz	AAAIXG010000001-AAAIXG010000126	126	2878789	BCT	2018-08-22	2019-03-26	PRJNA215355	SAMN03702790	SRR2542472	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5956	Listeria monocytogenes	AAAIXH.gz	AAAIXH010000001-AAAIXH010000026	26	3064753	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923366	SRR5400201	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5957	Listeria monocytogenes	AAAIXI.gz	AAAIXI010000001-AAAIXI010000021	21	3059482	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02921989	SRR5486791	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5958	Listeria monocytogenes	AAAIXJ.gz	AAAIXJ010000001-AAAIXJ010000020	20	3068768	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02921577	SRR5489091	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5959	Listeria monocytogenes	AAAIXK.gz	AAAIXK010000001-AAAIXK010000022	22	3275504	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923343	SRR5400273	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5960	Listeria monocytogenes	AAAIXL.gz	AAAIXL010000001-AAAIXL010000018	18	3024283	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02923300	SRR5488524	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5961	Listeria monocytogenes	AAAIXM.gz	AAAIXM010000001-AAAIXM010000020	20	3102621	BCT	2018-06-19	2020-03-10	PRJNA215355	SAMN02922026	SRR5489096	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5962	Listeria monocytogenes	AAAIXN.gz	AAAIXN010000001-AAAIXN010000195	195	3399279	BCT	2018-08-23	2019-03-26	PRJNA215355	SAMN06555538	SRR5452250	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5963	Listeria monocytogenes	AAAIXO.gz	AAAIXO010000001-AAAIXO010000016	16	2951362	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093464	SRR1597462	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5964	Listeria monocytogenes	AAAIXP.gz	AAAIXP010000001-AAAIXP010000026	26	3083954	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093466	SRR1597471	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5965	Listeria monocytogenes	AAAIXQ.gz	AAAIXQ010000001-AAAIXQ010000029	29	3242079	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922691	SRR5489103	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5966	Listeria monocytogenes	AAAIXR.gz	AAAIXR010000001-AAAIXR010000015	15	3026986	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093487	SRR1597492	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5967	Listeria monocytogenes	AAAIXS.gz	AAAIXS010000001-AAAIXS010000022	22	3096793	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03072621	SRR1598802	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5968	Listeria monocytogenes	AAAIXT.gz	AAAIXT010000001-AAAIXT010000014	14	3010644	BCT	2018-08-22	2020-03-11	PRJNA215355	SAMN02934658	SRR5418714	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5969	Listeria monocytogenes	AAAIXU.gz	AAAIXU010000001-AAAIXU010000025	25	3083050	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922075	SRR5489104	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5970	Listeria monocytogenes	AAAIXV.gz	AAAIXV010000001-AAAIXV010000026	26	3058390	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN03072622	SRR1598803	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5971	Listeria monocytogenes	AAAIXW.gz	AAAIXW010000001-AAAIXW010000030	30	3130378	BCT	2018-06-17	2019-03-26	PRJNA215355	SAMN02769751	SRR1610006	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5972	Listeria monocytogenes	AAAIXX.gz	AAAIXX010000001-AAAIXX010000018	18	3051641	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093478	SRR1597484	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5973	Listeria monocytogenes	AAAIXY.gz	AAAIXY010000001-AAAIXY010000027	27	3198545	BCT	2018-06-17	2020-03-11	PRJNA215355	SAMN03097558	SRR1612350	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5974	Listeria monocytogenes	AAAIXZ.gz	AAAIXZ010000001-AAAIXZ010000017	17	2906708	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03135549	SRR5632031	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5975	Listeria monocytogenes	AAAIYA.gz	AAAIYA010000001-AAAIYA010000019	19	2888772	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03015661	SRR5632738	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5976	Listeria monocytogenes	AAAIYB.gz	AAAIYB010000001-AAAIYB010000020	20	3042460	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02923014	SRR5571306	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5977	Listeria monocytogenes	AAAIYC.gz	AAAIYC010000001-AAAIYC010000015	15	2879622	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03097594	SRR5632869	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5978	Listeria monocytogenes	AAAIYD.gz	AAAIYD010000001-AAAIYD010000056	56	2951624	BCT	2018-08-23	2020-03-11	PRJNA215355	SAMN06848942	SRR5631663	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5979	Listeria monocytogenes	AAAIYE.gz	AAAIYE010000001-AAAIYE010000018	18	2891702	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03097609	SRR5632911	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5980	Listeria monocytogenes	AAAIYF.gz	AAAIYF010000001-AAAIYF010000018	18	2863257	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03097613	SRR5632258	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5981	Listeria monocytogenes	AAAIYG.gz	AAAIYG010000001-AAAIYG010000015	15	2919834	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02934656	SRR5632928	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5982	Listeria monocytogenes	AAAIYH.gz	AAAIYH010000001-AAAIYH010000016	16	2877154	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03097611	SRR5632256	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5983	Listeria monocytogenes	AAAIYI.gz	AAAIYI010000001-AAAIYI010000021	21	2891531	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03015619	SRR5632954	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5984	Listeria monocytogenes	AAAIYJ.gz	AAAIYJ010000001-AAAIYJ010000029	29	3174619	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02923070	SRR5667286	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5985	Listeria monocytogenes	AAAIYK.gz	AAAIYK010000001-AAAIYK010000023	23	2903625	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02413351	SRR1033761	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5986	Listeria monocytogenes	AAAIYL.gz	AAAIYL010000001-AAAIYL010000030	30	3208098	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922973	SRR5811621	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5987	Listeria monocytogenes	AAAIYM.gz	AAAIYM010000001-AAAIYM010000017	17	2934517	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN03097628	SRR5645962	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5988	Listeria monocytogenes	AAAIYN.gz	AAAIYN010000001-AAAIYN010000024	24	3027280	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02413350	SRR1033760	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5989	Listeria monocytogenes	AAAIYO.gz	AAAIYO010000001-AAAIYO010000026	26	3132929	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02413356	SRR1033766	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5990	Listeria monocytogenes	AAAIYP.gz	AAAIYP010000001-AAAIYP010000015	15	3046048	BCT	2018-06-19	2020-03-11	PRJNA215355	SAMN02922932	SRR5817948	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5991	Listeria monocytogenes	AAAIYQ.gz	AAAIYQ010000001-AAAIYQ010000019	19	3147285	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02413358	SRR1033768	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5992	Listeria monocytogenes	AAAIYR.gz	AAAIYR010000001-AAAIYR010000018	18	2878961	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN02854682	SRR1619169	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5993	Listeria monocytogenes	AAAIYS.gz	AAAIYS010000001-AAAIYS010000437	437	2851576	BCT	2018-08-23	2019-03-26	PRJNA212117	SAMN07361200	SRR5839926	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5994	Listeria monocytogenes	AAAIYT.gz	AAAIYT010000001-AAAIYT010000015	15	3031326	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093508	SRR1619196	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5995	Listeria monocytogenes	AAAIYU.gz	AAAIYU010000001-AAAIYU010000019	19	2932882	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03067818	SRR1619187	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5996	Listeria monocytogenes	AAAIYV.gz	AAAIYV010000001-AAAIYV010000027	27	3062008	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115012	SRR1619208	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5997	Listeria monocytogenes	AAAIYW.gz	AAAIYW010000001-AAAIYW010000028	28	2975136	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115021	SRR1619217	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5998	Listeria monocytogenes	AAAIYX.gz	AAAIYX010000001-AAAIYX010000021	21	3104174	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093501	SRR1619189	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
5999	Listeria monocytogenes	AAAIYY.gz	AAAIYY010000001-AAAIYY010000026	26	3129061	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115023	SRR1619220	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6000	Listeria monocytogenes	AAAIYZ.gz	AAAIYZ010000001-AAAIYZ010000021	21	2972304	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03115024	SRR1619221	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
6001	Listeria monocytogenes	AAAIZA.gz	AAAIZA010000001-AAAIZA010000019	19	3158690	BCT	2018-06-17	2019-03-26	PRJNA212117	SAMN03093511	SRR1619199	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria
